Object,qid,feature 1,feature 2,feature 3,feature 4,feature 5,feature 6,feature 7,feature 8,feature 9,feature 10,feature 11,feature 12,feature 13,feature 14,feature 15,Score,Rank
1736,1,1,0.042,0.676,0.197,0.171,0.091,0.271,0.414,0.405,0,0.505,0.023,0.146,0.16,0.953,-6.328,1785
1737,1,1,0.417,0.781,0.079,0.966,0.553,0.952,0.883,0.347,1,0.785,0.48,0.237,0.815,0.967,-3.85,1540
1738,1,0,0.355,0.886,0.347,0.129,0.48,0.305,0.983,0.274,0,0.033,0.989,0.022,0.283,0.461,1.055,849
1739,1,0,0.652,0.351,0.277,0.684,0.892,0.69,0.468,0.769,1,0.693,0.74,0.101,0.926,0.075,5.415,300
1740,1,0,0.956,0.426,0.172,0.801,0.158,0.86,0.907,0.671,1,0.909,0.787,0.973,0.519,0.448,-6.683,1811
1741,1,1,0.383,0.694,0.592,0.662,0.647,0.018,0.188,0.075,1,0.999,0.963,0.608,0.909,0.964,-6.508,1796
1742,1,1,0.12,0.379,0.43,0.913,0.206,0.002,0.239,0.906,0,0.39,0.585,0.026,0.907,0.842,-4.872,1649
1743,1,1,0.511,0.558,0.557,0.11,0.787,0.746,0.201,0.977,0,0.829,0.071,0.835,0.123,0.292,5.598,286
1744,1,0,0.912,0.135,0.764,0.069,0.605,0.721,0.758,0.591,0,0.864,0.9,0.883,0.113,0.187,1.285,818
1745,1,0,0.817,0.89,0.007,0.607,0.34,0.588,0.113,0.731,1,0.384,0.677,0.49,0.729,0.452,-3.157,1448
1746,1,0,0.017,0.056,0.043,0.997,0.512,0.051,0.383,0.432,1,0.669,0.686,0.862,0.644,0.425,-4.835,1644
1747,1,1,0.316,0.347,0.595,0.161,0.073,0.243,0.995,0.57,1,0.509,0.709,0.789,0.688,0.912,-13.273,1992
1748,1,0,0.327,0.91,0.485,0.358,0.767,0.104,0.97,0.236,0,0.749,0.996,0.834,0.631,0.568,-1.873,1293
1749,1,0,0.191,0.255,0.219,0.158,0.7,0.363,0.158,0.616,1,0.622,0.952,0.984,0.788,0.826,-11.423,1983
1750,1,0,0.844,0.063,0.846,0.912,0.114,0.731,0.014,0.1,1,0.749,0.626,0.731,0.659,0.563,-5.264,1684
1751,1,1,0.399,0.692,0.799,0.313,0.284,0.572,0.553,0.852,0,0.21,0.696,0.672,0.861,0.042,1.554,781
1752,1,1,0.683,0.495,0.591,0.21,0.301,0.373,0.52,0.375,1,0.771,0.624,0.838,0.979,0.307,-5.456,1707
1753,1,0,0.916,0.049,0.328,0.646,0.532,0.064,0.144,0.794,0,0.347,0.328,0.992,0.846,0.383,-1.865,1288
1754,1,0,0.197,0.696,0.637,0.957,0.273,0.407,0.214,0.032,0,0.106,0.394,0.627,0.735,0.485,0.118,1000
1755,1,1,0.666,0.465,0.049,0.83,0.915,0.739,0.387,0.267,0,0.516,0.453,0.17,0.029,0.04,13.607,5
1756,1,0,0.323,0.139,0.221,0.145,0.115,0.642,0.389,0.525,0,0.397,0.428,0.308,0.817,0.39,-7.473,1864
1757,1,1,0.325,0.139,0.16,0.329,0.929,0.084,0.274,0.418,1,0.326,0.278,0.32,0.874,0.841,-2.904,1413
1758,1,1,0.17,0.991,0.237,0.801,0.151,0.456,0.589,0.447,0,0.817,0.163,0.911,0.494,0.843,-5.891,1754
1759,1,1,0.695,0.103,0.942,0.648,0.669,0.911,0.442,0.142,0,0.245,0.917,0.679,0.816,0.54,0.96,860
1760,1,0,0.763,0.094,0.251,0.426,0.756,0.684,0.698,0.041,1,0.769,0.63,0.072,0.449,0.191,3.631,495
1761,1,1,0.551,0.455,0.234,0.562,0.47,0.068,0.669,0.97,0,0.835,0.035,0.977,0.123,0.254,3.075,562
1762,1,0,0.14,0.039,0.246,0.811,0.372,0.736,0.265,0.295,1,0.545,0.113,0.375,0.167,0.848,-4.088,1559
1763,1,1,0.395,0.281,0.155,0.975,0.882,0.979,0.855,0.617,1,0.167,0.773,0.709,0.107,0.146,8.464,87
1764,1,0,0.212,0.324,0.011,0.182,0.567,0.126,0.361,0.185,0,0.849,0.711,0.219,0.665,0.862,-8.632,1921
1765,1,1,0.298,0.931,0.736,0.115,0.218,0.096,0.973,0.208,0,0.982,0.635,0.706,0.242,0.666,-4.475,1604
1766,1,1,0.179,0.941,0.141,0.843,0.747,0.813,0.346,0.302,1,0.287,0.885,0.379,0.539,0.814,-0.15,1049
1767,1,0,0.157,0.556,0.278,0.143,0.611,0.73,0.637,0.556,1,0.18,0.182,0.62,0.929,0.764,-6.752,1818
1768,1,1,0.272,0.149,0.847,0.748,0.325,0.011,0.457,0.781,0,0.554,0.311,0.688,0.018,0.819,-0.704,1132
1769,1,0,0.914,0.61,0.905,0.924,0.747,0.346,0.987,0.034,0,0.519,0.127,0.067,0.389,0.071,15.026,1
1770,1,0,0.071,0.707,0.37,0.392,0.891,0.76,0.981,0.7,1,0.847,0.931,0.89,0.064,0.726,-2.014,1314
1771,1,0,0.037,0.221,0.915,0.437,0.57,0.81,0.826,0.258,1,0.078,0.463,0.395,0.682,0.073,4.017,450
1772,1,0,0.795,0.537,0.321,0.667,0.566,0.862,0.221,0.962,0,0.609,0.413,0.155,0.287,0.431,4.658,371
1773,1,1,0.397,0.314,0.231,0.305,0.578,0.568,0.966,0.108,1,0.719,0.622,0.71,0.327,0.214,0.046,1016
1774,1,0,0.274,0.632,0.05,0.983,0.93,0.323,0.561,0.982,1,0.444,0.73,0.112,0.603,0.256,6.758,184
1775,1,1,0.739,0.999,0.429,0.284,0.157,0.8,0.441,0.669,1,0.65,0.592,0.168,0.075,0.908,-4.022,1552
1776,1,1,0.422,0.434,0.935,0.417,0.429,0.297,0.537,0.183,0,0.675,0.168,0.456,0.067,0.244,6.808,182
1777,1,0,0.767,0.929,0.408,0.656,0.449,0.621,0.097,0.584,1,0.742,0.736,0.764,0.857,0.096,0.73,897
1778,1,1,0.848,0.626,0.572,0.085,0.999,0.295,0.312,0.965,1,0.949,0.281,0.557,0.749,0.11,6.463,202
1779,1,0,0.708,0.418,0.988,0.761,0.805,0.993,0.482,0.127,0,0.929,0.569,0.512,0.865,0.189,6.649,195
1780,1,1,0.169,0.508,0.175,0.685,0.263,0.451,0.034,0.674,0,0.694,0.684,0.008,0.293,0.352,1.16,835
1781,1,1,0.185,0.516,0.712,0.922,0.588,0.863,0.037,0.305,1,0.268,0.112,0.033,0.426,0.063,11.492,23
1782,1,1,0.583,0.224,0.987,0.281,0.213,0.801,0.737,0.398,0,0.165,0.202,0.301,0.654,0.324,1.671,765
1783,1,1,0.437,0.43,0.389,0.998,0.618,0.352,0.058,0.4,1,0.416,0.327,0.537,0.879,0.539,1.144,836
1784,1,1,0.393,0.856,0.548,0.58,0.427,0.596,0.975,0.612,0,0.614,0.46,0.323,0.918,0.477,0.456,940
1785,1,0,0.806,0.317,0.504,0.839,0.745,0.486,0.358,0.313,1,0.073,0.516,0.911,0.992,0.589,-0.964,1171
1786,1,0,0.999,0.007,0.36,0.498,0.996,0.825,0.672,0.82,0,0.924,0.645,0.647,0.914,0.734,-2.372,1357
1787,1,0,0.271,0.753,0.675,0.961,0.971,0.159,0.172,0.247,0,0.113,0.565,0.326,0.261,0.75,7.986,111
1788,1,1,0.019,0.455,0.228,0.597,0.567,0.164,0.427,0.874,1,0.147,0.771,0.739,0.273,0.554,-1.498,1247
1789,1,0,0.206,0.145,0.54,0.255,0.31,0.908,0.228,0.046,0,0.982,0.593,0.7,0.413,0.005,-1.276,1215
1790,1,1,0.545,0.665,0.546,0.347,0.906,0.794,0.983,0.07,1,0.044,0.985,0.565,0.308,0.469,4.531,391
1791,1,1,0.398,0.991,0.876,0.773,0.487,0.4,0.66,0.569,0,0.259,0.676,0.388,0.8,0.636,2.55,625
1792,1,1,0.957,0.688,0.348,0.819,0.921,0.998,0.587,0.063,0,0.247,0.715,0.712,0.005,0.265,11.513,22
1793,1,1,0.739,0.803,0.286,0.612,0.425,0.775,0.589,0.838,1,0.933,0.43,0.777,0.166,0.667,-1.423,1235
1794,1,0,0.828,0.121,0.919,0.186,0.118,0.578,0.136,0.318,0,0.401,0.488,0.227,0.394,0.667,-4.009,1550
1795,1,0,0.114,0.324,0.83,0.267,0.915,0.715,0.881,0.269,1,0.923,0.94,0.285,0.862,0.925,-5.361,1692
1796,1,0,0.984,0.858,0.523,0.097,0.755,0.069,0.161,0.422,1,0.647,0.185,0.66,0.134,0.479,3.72,483
1797,1,1,0.878,0.811,0.121,0.686,0.167,0.488,0.527,0.89,1,0.456,0.827,0.116,0.997,0.362,-2.689,1392
1798,1,0,0.14,0.176,0.505,0.414,0.192,0.744,0.553,0.399,1,0.629,0.014,0.969,0.861,0.871,-12.373,1989
1799,1,1,0.861,0.341,0.921,0.951,0.689,0.696,0.059,0.178,0,0.906,0.402,0.914,0.67,0.478,4.27,422
1800,1,1,0.394,0.46,0.718,0.578,0.57,0.741,0.802,0.168,1,0.706,0.506,0.267,0.36,0.671,1.122,839
1801,1,0,0.178,0.054,0.9,0.533,0.431,0.251,0.083,0.832,1,0.242,0.63,0.131,0.501,0.978,-5.09,1671
1802,1,0,0.416,0.874,0.124,0.927,0.799,0.022,0.916,0.83,1,0.713,0.479,0.176,0.465,0.835,1.333,808
1803,1,1,0.537,0.498,0.353,0.36,0.803,0.649,0.867,0.132,1,0.713,0.406,0.953,0.286,0.46,1.324,810
1804,1,1,0.103,0.314,0.916,0.029,0.338,0.191,0.049,0.78,1,0.132,0.89,0.887,0.122,0.078,0.465,938
1805,1,1,0.864,0.227,0.358,0.503,0.136,0.942,0.392,0.306,1,0.594,0.412,0.856,0.644,0.29,-4.252,1575
1806,1,0,0.121,0.185,0.249,0.253,0.089,0.228,0.015,0.735,0,0.507,0.692,0.873,0.433,0.234,-7.139,1839
1807,1,0,0.732,0.08,0.528,0.659,0.815,0.308,0.986,0.434,1,0.428,0.252,0.356,0.793,0.189,5.37,303
1808,1,0,0.74,0.502,0.721,0.424,0.575,0.403,0.231,0.827,1,0.176,0.111,0.046,0.157,0.916,1.926,725
1809,1,0,0.532,0.123,0.384,0.271,0.573,0.521,0.476,0.364,1,0.568,0.384,0.918,0.281,0.009,1.599,774
1810,1,1,0.303,0.137,0.133,0.286,0.219,0.475,0.945,0.374,1,0.708,0.911,0.307,0.355,0.139,-3.373,1484
1811,1,0,0.799,0.227,0.744,0.888,0.879,0.663,0.271,0.572,0,0.394,0.216,0.783,0.541,0.036,10.852,32
1812,1,1,0.505,0.632,0.235,0.17,0.83,0.352,0.199,0.848,0,0.098,0.003,0.652,0.117,0.537,5.228,319
1813,1,1,0.068,0.214,0.206,0.726,0.798,0.375,0.184,0.029,1,0.716,0.1,0.044,0.215,0.562,4.609,379
1814,1,1,0.813,0.247,0.824,0.098,0.089,0.356,0.833,0.552,1,0.733,0.105,0.458,0.509,0.416,-3.275,1469
1815,1,0,0.038,0.895,0.931,0.285,0.448,0.394,0.881,0.56,1,0.018,0.507,0.274,0.678,0.68,-1.453,1239
1816,1,1,0.484,0.399,0.75,0.97,0.842,0.929,0.366,0.88,1,0.819,0.213,0.511,0.187,0.548,7.699,120
1817,1,0,0.756,0.53,0.939,0.114,0.475,0.426,0.895,0.234,0,0.89,0.385,0.899,0.162,0.364,1.197,830
1818,1,1,0.059,0.429,0.09,0.733,0.31,0.009,0.149,0.328,1,0.142,0.178,0.6,0.878,0.749,-6.568,1802
1819,1,0,0.608,0.924,0.627,0.071,0.958,0.102,0.34,0.64,1,0.096,0.618,0.221,0.187,0.872,2.846,585
1820,1,1,0.874,0.38,0.984,0.63,0.407,0.61,0.199,0.967,1,0.55,0.823,0.496,0.651,0.211,3.126,556
1821,1,0,0.506,0.71,0.024,0.013,0.383,0.826,0.89,0.125,0,0.432,0.528,0.919,0.421,0.56,-6.696,1812
1822,1,1,0.507,0.271,0.142,0.019,0.301,0.013,0.055,0.236,0,0.044,0.334,0.437,0.021,0.682,-3.263,1467
1823,1,1,0.629,0.958,1,0.253,0.55,0.94,0.925,0.995,0,0.667,0.247,0.512,0.747,0.543,2.609,615
1824,1,1,0.875,0.627,0.115,0.412,0.178,0.915,0.394,0.936,1,0.078,0.509,0.355,0.548,0.716,-5.072,1669
1825,1,0,0.827,0.716,0.939,0.379,0.574,0.119,0.756,0.707,0,0.794,0.16,0.672,0.174,0.35,6.067,237
1826,1,0,0.977,0.547,0.884,0.117,0.264,0.518,0.869,0.761,1,0.148,0.228,0.896,0.282,0.817,-4.788,1639
1827,1,0,0.638,0.448,0.958,0.609,0.666,0.742,0.185,0.026,1,0.474,0.408,0.217,0.221,0.584,5.172,323
1828,1,0,0.243,0.083,0.504,0.397,0.481,0.897,0.487,0.506,0,0.756,0.322,0.664,0.843,0.96,-9.403,1948
1829,1,1,0.449,0.417,0.526,0.886,0.531,0.514,0.102,0.233,1,0.477,0.02,0.05,0.103,0.936,2.904,581
1830,1,0,0.695,0.905,0.854,0.506,0.067,0.91,0.012,0.62,1,0.47,0.581,0.47,0.854,0.721,-6.322,1784
1831,1,1,0.302,0.521,0.55,0.472,0.426,0.317,0.222,0.436,1,0.99,0.034,0.721,0.144,0.539,-0.089,1040
1832,1,0,0.41,0.081,0.633,0.666,0.815,0.246,0.259,0.927,0,0.847,0.115,0.568,0.439,0.256,6.009,245
1833,1,0,0.853,0.589,0.882,0.142,0.937,0.272,0.221,0.198,0,0.191,0.69,0.496,0.16,0.543,6.415,205
1834,1,0,0.965,0.713,0.822,0.971,0.171,0.613,0.289,0.112,1,0.371,0.272,0.836,0.782,0.832,-4.21,1569
1835,1,1,0.074,0.374,0.372,0.648,0.848,0.105,0.562,0.658,1,0.539,0.384,0.974,0.737,0.476,-0.093,1041
1836,1,0,0.258,0.208,0.08,0.485,0.059,0.799,0.992,0.551,0,0.589,0.869,0.092,0.496,0.321,-5.368,1693
1837,1,1,0.218,0.16,0.924,0.812,0.065,0.451,0.324,0.22,1,0.824,0.527,0.804,0.845,0.587,-7.218,1844
1838,1,1,0.211,0.822,0.437,0.347,0.993,0.293,0.522,0.237,1,0.69,0.224,0.403,0.051,0.236,10.022,50
1839,1,1,0.72,0.333,0.443,0.505,0.393,0.799,0.319,0.64,1,0.515,0.526,0.73,0.966,0.615,-5.842,1748
1840,1,1,0.151,0.701,0.983,0.621,0.109,0.997,0.544,0.121,0,0.895,0.93,0.347,0.994,0.069,-0.096,1042
1841,1,0,0.027,0.93,0.007,0.265,0.256,0.147,0.951,0.422,0,0.59,0.321,0.531,0.853,0.771,-9.485,1951
1842,1,1,0.912,0.48,0.333,0.293,0.04,0.524,0.762,0.317,0,0.912,0.618,0.833,0.968,0.217,-6.559,1801
1843,1,0,0.001,0.344,0.686,0.113,0.681,0.818,0.997,0.671,1,0.257,0.388,0.52,0.814,0.836,-6.035,1766
1844,1,1,0.12,0.263,0.784,0.55,0.014,0.946,0.93,0.616,1,0.81,0.959,0.639,0.127,0.521,-5.843,1749
1845,1,1,0.961,0.409,0.396,0.277,0.547,0.849,0.688,0.402,0,0.21,0.745,0.024,0.868,0.148,4.017,450
1846,1,0,0.465,0.961,0.014,0.095,0.078,0.315,0.763,0.484,0,0.791,0.831,0.408,0.893,0.895,-13.998,1997
1847,1,1,0.629,0.071,0.837,0.558,0.069,0.955,0.478,0.342,1,0.607,0.862,0.1,0.832,0.33,-3.361,1482
1848,1,1,0.137,0.57,0.135,0.125,0.793,0.743,0.716,0.632,0,0.364,0.516,0.125,0.326,0.954,-1.867,1291
1849,1,0,0.168,0.975,0.017,0.659,0.904,0.035,0.916,0.307,1,0.535,0.17,0.452,0.712,0.607,1.646,770
1850,1,0,0.386,0.331,0.575,0.277,0.26,0.405,0.232,0.75,1,0.311,0.803,0.492,0.986,0.038,-3.259,1464
1851,1,0,0.649,0.901,0.866,0.581,0.295,0.364,0.021,0.387,1,0.387,0.341,0.597,0.05,0.115,6.735,188
1852,1,0,0.005,0.15,0.027,0.386,0.737,0.906,0.926,0.27,1,0.88,0.985,0.342,0.767,0.875,-9.8,1958
1853,1,0,0.958,0.611,0.565,0.738,0.204,0.458,0.951,0.088,0,0.893,0.711,0.504,0.643,0.266,-0.071,1036
1854,1,1,0.542,0.365,0.384,0.993,0.51,0.479,0.285,0.036,0,0.812,0.565,0.124,0.966,0.685,-0.715,1133
1855,1,0,0.576,0.265,0.732,0.873,0.631,0.686,0.8,0.204,1,0.982,0.496,0.581,0.902,0.871,-4.446,1601
1856,1,0,0.634,0.25,0.542,0.435,0.288,0.507,0.289,0.486,0,0.254,0.709,0.357,0.559,0.564,-3.257,1462
1857,1,1,0.353,0.568,0.074,0.278,0.207,0.049,0.49,0.472,1,0.762,0.129,0.973,0.391,0.843,-10.022,1961
1858,1,0,0.029,0.15,0.48,0.54,0.866,0.855,0.005,0.694,0,0.826,0.013,0.751,0.511,0.926,-2.722,1396
1859,1,0,0.681,0.596,0.187,0.843,0.15,0.799,0.173,0.887,0,0.729,0.611,0.288,0.798,0.36,-2.42,1364
1860,1,0,0.803,0.97,0.479,0.349,0.622,0.003,0.117,0.243,0,0.067,0.071,0.765,0.503,0.341,5.065,332
1861,1,1,0.757,0.941,0.168,0.542,0.95,0.653,0.892,0.431,0,0.223,0.75,0.454,0.961,0.674,2.162,683
1862,1,0,0.94,0.67,0.581,0.417,0.093,0.894,0.522,0.659,0,0.582,0.216,0.399,0.993,0.867,-7.814,1883
1863,1,0,0.179,0.479,0.338,0.272,0.942,0.015,0.429,0.467,1,0.873,0.487,0.624,0.553,0.946,-5.001,1662
1864,1,1,0.051,0.573,0.456,0.167,0.286,0.837,0.52,0.737,0,0.65,0.134,0.475,0.916,0.911,-8.952,1934
1865,1,0,0.192,0.634,0.588,0.084,0.248,0.414,0.666,0.421,0,0.954,0.178,0.341,0.072,0.79,-4.528,1610
1866,1,0,0.351,0.862,0.099,0.694,0.657,0.762,0.65,0.136,0,0.49,0.333,0.619,0.643,0.762,-1.566,1257
1867,1,1,0.316,0.685,0.418,0.431,0.844,0.055,0.621,0.498,0,0.033,0.414,0.342,0.435,0.765,3.453,514
1868,1,0,0.777,0.731,0.346,0.34,0.133,0.445,0.86,0.85,0,0.15,0.345,0.278,0.271,0.307,1.289,816
1869,1,1,0.954,0.651,0.623,0.273,0.635,0.924,0.376,0.146,0,0.175,0.548,0.058,0.522,0.391,6.322,212
1870,1,1,0.678,0.708,0.376,0.879,0.344,0.594,0.489,0.222,0,0.91,0.594,0.989,0.005,0.386,2.376,656
1871,1,0,0.405,0.884,0.01,0.11,0.443,0.339,0.909,0.352,1,0.696,0.397,0.368,0.838,0.869,-9.453,1950
1872,1,1,0.878,0.314,0.245,0.52,0.303,0.695,0.394,0.863,1,0.212,0.126,0.203,0.752,0.763,-3.696,1522
1873,1,1,0.276,0.659,0.422,0.751,0.235,0.552,0.387,0.097,1,0.815,0.475,0.215,0.317,0.153,3.292,536
1874,1,1,0.956,0.508,0.12,0.33,0.706,0.874,0.511,0.409,1,0.32,0.861,0.678,0.589,0.825,-4.504,1607
1875,1,0,0.686,0.338,0.387,0.337,0.044,0.183,0.808,0.45,1,0.148,0.782,0.585,0.035,0.729,-7.388,1859
1876,1,1,0.502,0.699,0.371,0.107,0.567,0.858,0.676,0.164,1,0.535,0.934,0.967,0.922,0.595,-7.51,1866
1877,1,0,0.946,0.674,0.645,0.853,0.581,0.899,0.228,0.648,1,0.784,0.689,0.655,0.115,0.35,5.239,317
1878,1,0,0.179,0.48,0.281,0.18,0.78,0.905,0.417,0.142,0,0.5,0.564,0.297,0.58,0.288,1.962,718
1879,1,0,0.624,0.103,0.462,0.209,0.668,0.769,0.322,0.389,1,0.518,0.613,0.921,0.128,0.89,-5.969,1761
1880,1,0,0.196,0.102,0.549,0.667,0.001,0.675,0.365,0.324,1,0.319,0.336,0.481,0.956,0.491,-8.021,1894
1881,1,0,0.61,0.441,0.639,0.645,0.126,0.812,0.211,0.114,1,0.645,0.483,0.085,0.55,0.213,0.625,915
1882,1,1,0.348,0.588,0.021,0.686,0.47,0.813,0.425,0.72,0,0.527,0.367,0.488,0.376,0.604,-0.353,1079
1883,1,1,0.674,0.252,0.748,0.713,0.373,0.911,0.141,0.355,0,0.408,0.912,0.333,0.364,0.703,-0.343,1078
1884,1,0,0.184,0.353,0.999,0.604,0.415,0.791,0.878,0.879,1,0.3,0.857,0.673,0.842,0.879,-7.27,1850
1885,1,0,0.076,0.889,0.361,0.604,0.451,0.103,0.867,0.418,1,0.721,0.341,0.219,0.439,0.668,-1.423,1236
1886,1,1,0.293,0.001,0.879,0.216,0.017,0.38,0.961,0.497,1,0.031,0.429,0.831,0.914,0.332,-7.208,1843
1887,1,1,0.201,0.023,0.288,0.474,0.965,0.014,0.978,0.193,0,0.112,0.419,0.065,0.075,0.523,7.297,143
1888,1,0,0.669,0.166,0.157,0.076,0.018,0.367,0.498,0.729,1,0.151,0.114,0.276,0.762,0.995,-13.484,1994
1889,1,1,0.813,0.431,0.133,0.642,0.855,0.7,0.124,0.443,0,0.702,0.254,0.864,0.336,0.41,4.809,355
1890,1,0,0.523,0.425,0.965,0.675,0.572,0.678,0.392,0.439,0,0.752,0.233,0.182,0.296,0.646,4.405,409
1891,1,1,0.994,0.447,0.089,0.148,0.274,0.774,0.712,0.781,1,0.325,0.055,0.44,0.086,0.109,3.07,564
1892,1,1,0.924,0.982,0.624,0.181,0.04,0.111,0.177,0.152,1,0.384,0.04,0.072,0.074,0.127,5.779,270
1893,1,1,0.253,0.943,0.531,0.224,0.396,0.352,0.944,0.033,0,0.107,0.491,0.272,0.967,0.026,3.669,491
1894,1,1,0.532,0.476,0.431,0.885,0.801,0.642,0.842,0.004,0,0.103,0.723,0.476,0.05,0.115,11.972,15
1895,1,0,0.117,0.584,0.754,0.15,0.648,0.139,0.702,0.426,1,0.401,0.549,0.769,0.437,0.564,-2.118,1322
1896,1,0,0.539,0.966,0.325,0.641,0.731,0.191,0.093,0.468,0,0.103,0.808,0.737,0.681,0.615,0.658,909
1897,1,0,0.661,0.632,0.878,0.342,0.403,0.758,0.657,0.912,1,0.749,0.401,0.119,0.581,0.123,4.158,432
1898,1,1,0.953,0.329,0.381,0.31,0.12,0.576,0.463,0.837,0,0.332,0.162,0.798,0.719,0.457,-4.34,1588
1899,1,1,0.527,0.288,0.836,0.15,0.347,0.49,0.55,0.01,1,0.538,0.637,0.485,0.159,0.64,-2.64,1386
1900,1,1,0.319,0.836,0.617,0.248,0.605,0.497,0.272,0.042,1,0.263,0.92,0.579,0.215,0.127,4.957,345
1901,1,0,0.975,0.041,0.842,0.206,0.916,0.045,0.111,0.821,1,0.505,0.843,0.839,0.199,0.17,5.041,335
1902,1,0,0.966,0.588,0.869,0.497,0.763,0.409,0.526,0.35,0,0.23,0.291,0.257,0.203,0.358,10.331,43
1903,1,0,0.435,0.761,0.52,0.609,0.865,0.547,0.216,0.543,1,0.233,0.415,0.929,0.517,0.318,4.736,359
1904,1,1,0.623,0.594,0.331,0.949,0.009,0.041,0.701,0.72,0,0.155,0.981,0.26,0.057,0.811,-2.501,1372
1905,1,0,0.42,0.841,0.495,0.335,0.682,0.561,0.839,0.818,1,0.95,0.147,0.577,0.954,0.044,2.979,573
1906,1,0,0.68,0.789,0.657,0.182,0.561,0.54,0.941,0.418,1,0.428,0.498,0.292,0.679,0.728,-2.318,1350
1907,1,0,0.874,0.151,0.832,0.484,0.257,0.061,0.307,0.795,1,0.317,0.34,0.962,0.254,0.845,-5.703,1737
1908,1,1,0.075,0.71,0.517,0.447,0.787,0.951,0.779,0.894,0,0.044,0.083,0.86,0.213,0.283,7.781,119
1909,1,0,0.472,0.706,0.759,0.416,0.884,0.723,0.751,0.371,0,0.568,0.651,0.866,0.164,0.622,3.425,520
1910,1,1,0.612,0.036,0.909,0.719,0.666,0.349,0.207,0.918,0,0.511,0.23,0.887,0.491,0.821,0.298,970
1911,1,1,0.953,0.967,0.118,0.238,0.356,0.293,0.087,0.996,0,0.227,0.475,0.821,0.387,0.023,3.701,485
1912,1,1,0.046,0.538,0.569,0.572,0.448,0.739,0.05,0.299,0,0.459,0.514,0.121,0.969,0.736,-2.827,1406
1913,1,1,0.473,0.267,0.409,0.55,0.217,0.405,0.2,0.575,1,0.761,0.605,0.872,0.501,0.994,-10.967,1978
1914,1,0,0.503,0.443,0.181,0.796,0.188,0.015,0.39,0.314,0,0.69,0.119,0.776,0.739,0.076,-0.377,1083
1915,1,1,0.506,0.317,0.362,0.231,0.132,0.965,0.314,0.519,0,0.371,0.038,0.094,0.102,0.489,0.254,981
1916,1,0,0.119,0.845,0.58,0.479,0.421,0.972,0.244,0.598,0,0.581,0.415,0.478,0.497,0.028,4.614,378
1917,1,1,0.659,0.326,0.129,0.829,0.36,0.068,0.21,0.577,1,0.5,0.672,0.854,0.69,0.795,-7.275,1851
1918,1,0,0.533,0.824,0.838,0.118,0.105,0.345,0.535,0.629,1,0.542,0.42,0.807,0.35,0.613,-5.922,1757
1919,1,0,0.46,0.889,0.113,0.714,0.017,0.912,0.283,0.686,0,0.598,0.128,0.228,0.392,0.403,-0.703,1131
1920,1,1,0.222,0.765,0.118,0.649,0.632,0.277,0.43,0.499,0,0.392,0.271,0.208,0.62,0.666,1.587,776
1921,1,1,0.722,0.028,0.589,0.991,0.11,0.626,0.477,0.892,0,0.202,0.586,0.513,0.552,0.485,-0.885,1162
1922,1,0,0.138,0.347,0.341,0.828,0.183,0.676,0.326,0.056,1,0.686,0.701,0.546,0.695,0.735,-8.833,1928
1923,1,1,0.386,0.703,0.875,0.048,0.865,0.842,0.953,0.865,1,0.941,0.37,0.251,0.166,0.52,5.245,315
1924,1,1,0.469,0.347,0.483,0.56,0.153,0.832,0.189,0.066,0,0.27,0.931,0.634,0.79,0.876,-9.338,1946
1925,1,0,0.144,0.642,0.064,0.863,0.477,0.726,0.79,0.012,0,0.716,0.31,0.402,0.684,0.486,-0.695,1128
1926,1,0,0.121,0.346,0.33,0.429,0.808,0.596,0.354,0.423,1,0.237,0.216,0.885,0.986,0.721,-4.977,1660
1927,1,1,0.41,0.328,0.354,0.929,0.611,0.947,0.913,0.963,0,0.382,0.71,0.005,0.404,0.401,6.031,242
1928,1,0,0.021,0.24,0.802,0.972,0.963,0.902,0.481,0.863,0,0.541,0.435,0.916,0.536,0.915,0.579,922
1929,1,1,0.116,0.676,0.277,0.938,0.75,0.022,0.536,0.025,1,0.926,0.897,0.521,0.199,0.473,3.206,544
1930,1,1,0.681,0.604,0.221,0.409,0.056,0.355,0.486,0.108,1,0.414,0.835,0.317,0.25,0.699,-6.178,1774
1931,1,0,0.792,0.794,0.762,0.117,0.882,0.524,0.329,0.822,1,0.929,0.009,0.583,0.4,0.2,7.202,152
1932,1,1,0.796,0.199,0.733,0.464,0.877,0.415,0.888,0.41,1,0.631,0.309,0.329,0.017,0.907,3.551,501
1933,1,1,0.804,0.859,0.113,0.321,0.793,0.903,0.426,0.176,1,0.754,0.944,0.45,0.347,0.29,3.397,525
1934,1,0,0.644,0.799,0.661,0.108,0.354,0.474,0.222,0.135,1,0.704,0.272,0.014,0.92,0.371,-1.181,1200
1935,1,0,0.051,0.074,0.741,0.174,0.646,0.246,0.112,0.532,0,0.811,0.32,0.424,0.342,0.353,1.1,841
1936,1,1,0.489,0.048,0.846,0.674,0.87,0.169,0.094,0.41,1,0.847,0.427,0.72,0.274,0.799,1.361,807
1937,1,1,0.865,0.467,0.588,0.56,0.93,0.919,0.421,0.107,0,0.919,0.527,0.182,0.649,0.312,8.071,107
1938,1,0,0.517,0.465,0.881,0.137,0.935,0.328,0.294,0.349,0,0.024,0.137,0.591,0.405,0.896,2.18,681
1939,1,1,0.708,0.884,0.623,0.779,0.788,0.201,0.439,0.584,0,0.39,0.095,0.56,0.358,0.202,12.22,12
