Object,qid,feature 1,feature 2,feature 3,feature 4,feature 5,feature 6,feature 7,feature 8,feature 9,feature 10,feature 11,feature 12,feature 13,feature 14,feature 15,Score,Rank
7927,4,0,0.683,0.903,0.897,0.233,0.078,0.266,0.677,0.143,0,0.902,0.957,0.416,0.668,0.163,1.742,8185
7928,4,0,0.501,0.222,0.651,0.799,0.059,0.129,0.764,0.982,1,0.472,0.599,0.558,0.83,0.691,2.235,7809
7929,4,0,0.88,0.907,0.454,0.175,0.118,0.494,0.124,0.983,1,0.175,0.198,0.253,0.348,0.816,5.0975,5131
7930,4,0,0.131,0.335,0.742,0.745,0.581,0.579,0.131,0.721,1,0.741,0.403,0.469,0.296,0.273,8.0135,2335
7931,4,0,0.927,0.022,0.533,0.131,0.619,0.113,0.692,0.874,1,0.165,0.486,0.026,0.79,0.025,-1.3605,9624
7932,4,1,0.969,0.072,0.764,0.892,0.602,0.164,0.196,0.166,0,0.077,0.755,0.058,0.598,0.124,4.731,5516
7933,4,1,0.743,0.204,0.03,0.637,0.176,0.195,0.771,0.815,1,0.133,0.079,0.636,0.269,0.97,3.588,6628
7934,4,1,0.646,0.472,0.842,0.469,0.18,0.282,0.129,0.849,0,0.792,0.634,0.43,0.596,0.627,1.7645,8168
7935,4,1,0.009,0.74,0.199,0.684,0.348,0.498,0.033,0.912,1,0.681,0.583,0.7,0.288,0.449,3.7695,6467
7936,4,1,0.392,0.967,0.568,0.74,0.32,0.717,0.102,0.234,1,0.417,0.66,0.865,0.295,0.723,11.175,600
7937,4,0,0.279,0.621,0.905,0.211,0.769,0.104,0.812,0.315,0,0.921,0.575,0.722,0.434,0.518,1.322,8457
7938,4,1,0.524,0.602,0.782,0.807,0.125,0.127,0.159,0.69,1,0.713,0.767,0.051,0.788,0.582,4.1155,6112
7939,4,1,0.623,0.585,0.218,0.471,0.553,0.847,0.548,0.257,1,0.49,0.694,0.468,0.105,0.425,7.989,2350
7940,4,0,0.397,0.918,0.889,0.572,0.928,0.205,0.65,0.437,0,0.518,0.809,0.469,0.311,0.526,2.8225,7317
7941,4,0,0.541,0.639,0.597,0.142,0.073,0.149,0.81,0.214,0,0.748,0.68,0.009,0.049,0.469,0.249,9042
7942,4,0,0.657,0.763,0.097,0.056,0.834,0.269,0.263,0.057,1,0.076,0.567,0.413,0.583,0.204,2.7965,7339
7943,4,1,0.412,0.775,0.363,0.359,0.772,0.444,0.572,0.508,1,0.156,0.894,0.048,0.413,0.058,2.207,7832
7944,4,0,0.311,0.477,0.27,0.392,0.479,0.524,0.818,0.349,0,0.846,0.836,0.209,0.248,0.593,1.588,8295
7945,4,1,0.821,0.527,0.189,0.428,0.183,0.977,0.395,0.825,1,0.118,0.205,0.3,0.067,0.906,9.4045,1398
7946,4,1,0.209,0.734,0.004,0.47,0.411,0.82,0.686,0.744,0,0.12,0.582,0.033,0.894,0.972,3.8465,6396
7947,4,1,0.322,0.429,0.539,0.922,0.598,0.679,0.986,0.947,1,0.038,0.316,0.125,0.98,0.246,7.837,2491
7948,4,0,0.347,0.731,0.354,0.084,0.77,0.64,0.132,0.847,0,0.362,0.231,0.413,0.291,0.827,3.398,6817
7949,4,1,0.253,0.162,0.701,0.285,0.009,0.781,0.148,0.234,0,0.741,0.122,0.552,0.262,0.438,9.124,1553
7950,4,1,0.321,0.158,0.028,0.645,0.393,0.88,0.142,0.674,1,0.073,0.947,0.251,0.088,0.546,5.231,4994
7951,4,0,0.835,0.933,0.636,0.829,0.584,0.097,0.148,0.33,0,0.875,0.346,0.675,0.878,0.896,6.194,3995
7952,4,0,0.649,0.397,0.21,0.197,0.557,0.218,0.929,0.255,0,0.467,0.111,0.606,0.591,0.769,2.4515,7641
7953,4,1,0.282,0.436,0.172,0.983,0.986,0.159,0.701,0.616,0,0.063,0.962,0.979,0.969,0.032,-1.1225,9548
7954,4,0,0.155,0.966,0.932,0.742,0.182,0.692,0.687,0.045,1,0.902,0.31,0.461,0.328,0.356,13.6385,107
7955,4,1,0.949,0.614,0.398,0.34,0.796,0.621,0.611,0.595,1,0.091,0.919,0.302,0.429,0.782,4.295,5964
7956,4,0,0.14,0.559,0.856,0.677,0.208,0.106,0.782,0.595,0,0.916,0.31,0.982,0.963,0.295,2.9635,7194
7957,4,1,0.54,0.369,0.107,0.576,0.401,0.633,0.16,0.835,0,0.046,0.451,0.11,0.783,0.829,3.6415,6580
7958,4,0,0.105,0.159,0.289,0.041,0.29,0.561,0.156,0.95,1,0.139,0.45,0.85,0.273,0.469,1.5385,8323
7959,4,1,0.872,0.853,0.308,0.536,0.281,0.685,0.175,0.768,0,0.124,0.384,0.323,0.895,0.339,5.1925,5033
7960,4,0,0.728,0.942,0.791,0.132,0.789,0.911,0.867,0.054,1,0.343,0.391,0.268,0.874,0.692,12.1925,324
7961,4,1,0.638,0.37,0.486,0.021,0.192,0.454,0.317,0.712,0,0.034,0.506,0.189,0.658,0.786,1.125,8583
7962,4,1,0.946,0.838,0.189,0.798,0.876,0.547,0.693,0.415,0,0.271,0.233,0.627,0.272,0.263,6.759,3444
7963,4,0,0.361,0.732,0.253,0.141,0.103,0.407,0.409,0.47,1,0.522,0.743,0.156,0.084,0.421,1.782,8151
7964,4,0,0.513,0.149,0.633,0.147,0.626,0.155,0.344,0.027,1,0.798,0.083,0.872,0.75,0.511,6.386,3784
7965,4,0,0.906,0.354,0.05,0.076,0.452,0.548,0.178,0.863,1,0.739,0.154,0.95,0.454,0.828,3.3805,6840
7966,4,0,0.127,0.977,0.562,0.085,0.683,0.168,0.464,0.17,1,0.819,0.608,0.418,0.066,0.076,2.408,7673
7967,4,1,0.669,0.053,0.748,0.069,0.677,0.71,0.185,0.744,0,0.277,0.227,0.529,0.192,0.089,4.3595,5892
7968,4,0,0.095,0.128,0.952,0.679,0.352,0.606,0.69,0.504,1,0.731,0.867,0.686,0.439,0.995,7.8085,2521
7969,4,0,0.87,0.198,0.14,0.561,0.915,0.449,0.133,0.339,1,0.002,0.786,0.314,0.087,0.849,5.1045,5123
7970,4,1,0.043,0.003,0.073,0.533,0.175,0.367,0.806,0.205,1,0.513,0.582,0.171,0.99,0.052,2.998,7162
7971,4,1,0.598,0.08,0.267,0.511,0.675,0.758,0.28,0.689,1,0.602,0.17,0.496,0.196,0.15,7.415,2856
7972,4,0,0.942,0.626,0.694,0.873,0.962,0.626,0.335,0.067,0,0.401,0.119,0.101,0.999,0.425,12.418,266
7973,4,1,0.004,0.51,0.933,0.27,0.402,0.143,0.417,0.822,1,0.875,0.645,0.84,0.988,0.488,1.2805,8483
7974,4,1,0.666,0.811,0.223,0.579,0.406,0.691,0.165,0.97,0,0.277,0.098,0.223,0.269,0.081,4.937,5286
7975,4,0,0.082,0.198,0.464,0.944,0.867,0.504,0.812,0.252,1,0.321,0.849,0.486,0.835,0.867,7.67,2637
7976,4,0,0.51,0.308,0.373,0.34,0.676,0.117,0.285,0.516,1,0.29,0.13,0.99,0.689,0.098,3.178,6999
7977,4,1,0.597,0.655,0.749,0.818,0.025,0.062,0.712,0.208,1,0.043,0.678,0.949,0.145,0.685,6.3995,3771
7978,4,0,0.398,0.56,0.608,0.516,0.933,0.15,0.864,0.659,1,0.488,0.081,0.77,0.306,0.82,5.393,4816
7979,4,0,0.456,0.067,0.934,0.317,0.704,0.953,0.116,0.709,1,0.226,0.17,0.747,0.666,0.561,11.4575,527
7980,4,0,0.007,0.309,0.083,0.045,0.392,0.973,0.784,0.93,1,0.268,0.06,0.501,0.551,0.023,4.82,5406
7981,4,1,0.967,0.189,0.497,1,0.324,0.708,0.465,0.766,0,0.4,0.618,0.381,0.827,0.468,6.4415,3739
7982,4,0,0.04,0.492,0.115,0.311,0.61,0.663,0.078,0.783,1,0.241,0.015,0.902,0.138,0.077,5.758,4428
7983,4,1,0.51,0.965,0.578,0.193,0.282,0.238,0.326,0.355,0,0.01,0.009,0.958,0.643,0.316,4.724,5524
7984,4,0,0.675,0.724,0.816,0.753,0.552,0.511,0.875,0.67,1,0.428,0.845,0.758,0.422,0.899,6.863,3333
7985,4,1,0.581,0.708,0.973,0.311,0.649,0.435,0.141,0.92,0,0.798,0.607,0.59,0.724,0.147,1.971,8017
7986,4,1,0.002,0.296,0.166,0.846,0.778,0.166,0.725,0.132,1,0.051,0.931,0.87,0.987,0.872,3.7615,6473
7987,4,0,0.366,0.161,0.367,0.906,0.891,0.651,0.879,0.611,0,0.494,0.818,0.388,0.082,0.274,3.69,6539
7988,4,0,0.926,0.394,0.008,0.856,0.184,0.471,0.448,0.978,0,0.194,0.942,0.645,0.968,0.864,0.088,9124
7989,4,1,0.801,0.771,0.984,0.032,0.165,0.352,0.161,0.633,0,0.559,0.473,0.966,0.488,0.16,2.353,7714
7990,4,0,0.477,0.341,0.842,0.229,0.066,0.579,0.454,0.517,0,0.85,0.894,0.491,0.658,0.368,2.3425,7727
7991,4,1,0.307,0.006,0.879,0.21,0.831,0.986,0.044,0.134,0,0.241,0.215,0.581,0.175,0,10.704,744
7992,4,0,0.76,0.741,0.856,0.772,0.971,0.24,0.292,0.902,0,0.346,0.491,0.491,0.623,0.828,4.137,6093
7993,4,1,0.043,0.473,0.749,0.759,0.055,0.165,0.399,0.604,1,0.092,0.913,0.492,0.103,0.297,3.021,7141
7994,4,1,0.328,0.946,0.218,0.699,0.84,0.214,0.144,0.992,1,0.199,0.031,0.292,0.558,0.493,4.57,5679
7995,4,0,0.105,0.116,0.14,0.57,0.11,0.813,0.302,0.351,1,0.885,0.18,0.91,0.235,0.659,9.6715,1242
7996,4,0,0.927,0.461,0.808,0.082,0.448,0.071,0.069,0.313,0,0.197,0.421,0.177,0.775,0.282,1.72,8206
7997,4,1,0.628,0.397,0.52,0.521,0.59,0.076,0.225,0.894,1,0.093,0.334,0.981,0.635,1,3.0925,7080
7998,4,1,0.975,0.216,0.142,0.442,0.466,0.705,0.179,0.71,0,0.474,0.593,0.245,0.604,0.609,3.104,7066
7999,4,1,0.079,0.657,0.531,0.101,0.369,0.829,0.813,0.317,0,0.846,0.514,0.995,0.82,0.045,4.634,5623
8000,4,1,0.389,0.534,0.718,0.903,0.231,0.065,0.664,0.76,0,0.541,0.037,0.769,0.126,0.179,3.9845,6239
8001,4,1,0.759,0.535,0.58,0.019,0.998,0.905,0.861,0.994,1,0.408,0.355,0.258,0.556,0.079,4.878,5337
8002,5,1,0.387,0.929,0.401,0.752,0.266,0.55,0.527,0.974,0,0.911,0.493,0.052,0.735,0.337,3.0745,7091
8003,5,0,0.076,0.243,0.346,0.733,0.351,0.255,0.241,0.623,1,0.235,0.179,0.488,0.513,0.246,5.3705,4842
8004,5,0,0.425,0.015,0.756,0.252,0.297,0.63,0.729,0.917,1,0.841,0.074,0.212,0.482,0.066,5.546,4653
8005,5,1,0.486,0.076,0.638,0.561,0.621,0.367,0.684,0.507,1,0.137,0.254,0.703,0.327,0.055,6.137,4051
8006,5,1,0.556,0.019,0.422,0.441,0.651,0.801,0.934,0.254,1,0.065,0.866,0.745,0.637,0.233,6.381,3793
8007,5,0,0.494,0.707,0.054,0.126,0.332,0.222,0.789,0.517,0,0.838,0.886,0.514,0.322,0.144,-4.431,9976
8008,5,1,0.691,0.494,0.218,0.63,0.967,0.488,0.223,0.662,0,0.33,0.245,0.154,0.168,0.908,5.2045,5020
8009,5,0,0.128,0.967,0.134,0.412,0.524,0.638,0.981,0.623,0,0.235,0.684,0.655,0.485,0.945,2.515,7599
8010,5,0,0.324,0.91,0.447,0.456,0.589,0.672,0.066,0.872,1,0.395,0.382,0.366,0.1,0.806,7.1915,3052
8011,5,0,0.95,0.005,0.289,0.082,0.766,0.407,0.253,0.197,0,0.742,0.655,0.647,0.443,0.601,1.3195,8460
8012,5,0,0.984,0.411,0.936,0.99,0.989,0.633,0.512,0.536,1,0.875,0.559,0.01,0.669,0.991,11.723,453
8013,5,0,0.43,0.97,0.865,0.251,0.367,0.238,0.851,0.058,1,0.6,0.783,0.625,0.305,0.561,5.2895,4925
8014,5,0,0.056,0.062,0.86,0.876,0.036,0.195,0.467,0.934,1,0.333,0.37,0.76,0.971,0.111,4.483,5763
8015,5,1,0.695,0.6,0.04,0.201,0.049,0.454,0.633,0.046,0,0.26,0.667,0.143,0.376,0.011,1.433,8400
8016,5,1,0.167,0.023,0.643,0.696,0.547,0.045,0.716,0.445,0,0.195,0.797,0.011,0.596,0.901,0.8465,8749
8017,5,1,0.851,0.246,0.828,0.122,0.934,0.648,0.076,0.563,0,0.892,0.799,0.976,0.935,0.323,2.93,7227
8018,5,0,0.624,0.204,0.672,0.289,0.493,0.831,0.653,0.105,0,0.874,0.471,0.423,0.321,0.602,8.23,2152
8019,5,0,0.423,0.832,0.322,0.941,0.489,0.253,0.391,0.981,0,0.834,0.293,0.535,0.138,0.947,3.303,6900
8020,5,1,0.024,0.494,0.996,0.714,0.965,0.754,0.748,0.362,1,0.849,0.262,0.68,0.233,0.052,11.8775,390
8021,5,0,0.221,0.675,0.036,0.744,0.595,0.289,0.601,0.8,0,0.887,0.54,0.733,0.323,0.341,-0.2715,9268
8022,5,1,0.696,0.987,0.654,0.4,0.07,0.411,0.296,0.053,0,0.296,0.196,0.348,0.52,0.48,8.27,2122
8023,5,1,0.38,0.081,0.013,0.669,0.988,0.946,0.669,0.005,1,0.667,0.235,0.644,0.01,0.731,12.13,338
8024,5,0,0.87,0.019,0.827,0.922,0.821,0.996,0.603,0.272,1,0.06,0.093,0.891,0.934,0.274,16.293,6
8025,5,1,0.792,0.058,0.591,0.918,0.999,0.924,0.361,0.295,0,0.83,0.999,0.005,0.017,0.236,7.908,2425
8026,5,1,0.82,0.628,0.611,0.839,0.842,0.501,0.643,0.044,0,0.704,0.253,0.701,0.275,0.504,9.961,1088
8027,5,1,0.748,0.154,0.117,0.518,0.796,0.833,0.045,0.896,0,0.341,0.253,0.833,0.167,0.576,5.1535,5076
8028,5,1,0.395,0.635,0.431,0.737,0.944,0.05,0.509,0.124,0,0.354,0.59,0.606,0.967,0.261,2.777,7353
8029,5,0,0.279,0.67,0.449,0.587,0.36,0.575,0.345,0.065,0,0.004,0.822,0.957,0.961,0.435,6.011,4173
8030,5,0,0.511,0.95,0.25,0.855,0.248,0.266,0.299,0.133,1,0.758,0.917,0.229,0.305,0.236,5.0345,5194
8031,5,1,0.788,0.882,0.428,0.517,0.923,0.181,0.627,0.036,1,0.534,0.926,0.804,0.671,0.835,4.5695,5680
8032,5,0,0.373,0.656,0.592,0.511,0.287,0.401,0.541,0.877,1,0.086,0.638,0.904,0.341,0,2.8145,7323
8033,5,1,0.433,0.946,0.248,0.928,0.674,0.874,0.697,0.168,0,0.985,0.23,0.047,0.233,0.136,10.811,711
8034,5,0,0.245,0.637,0.841,0.146,0.336,0.373,0.604,0.361,1,0.862,0.369,0.451,0.593,0.618,6.0795,4100
8035,5,0,0.709,0.482,0.136,0.546,0.759,0.545,0.153,0.567,1,0.481,0.011,0.538,0.278,0.617,8.1125,2251
8036,5,1,0.296,0.31,0.184,0.915,0.655,0.024,0.855,0.508,1,0.011,0.389,0.033,0.574,0.996,4.1095,6120
8037,5,0,0.716,0.06,0.751,0.256,0.226,0.718,0.939,0.06,0,0.401,0.162,0.621,0.786,0.422,8.8295,1723
8038,5,1,0.799,0.365,0.459,0.48,0.284,0.909,0.207,0.198,0,0.867,0.688,0.917,0.132,0.704,8.258,2130
8039,5,0,0.856,0.045,0.017,0.254,0.02,0.177,0.249,0.481,0,0.996,0.009,0.919,0.355,0.795,1.2225,8522
8040,5,1,0.893,0.176,0.757,0.179,0.924,0.215,0.047,0.017,0,0.254,0.315,0.879,0.064,0.234,4.7825,5449
8041,5,1,0.41,0.626,0.258,0.811,0.062,0.845,0.762,0.841,0,0.677,0.077,0.812,0.359,0.725,8.075,2280
8042,5,1,0.492,0.292,0.644,0.386,0.492,0.979,0.665,0.595,0,0.361,0.094,0.623,0.87,0.816,9.8095,1166
8043,5,1,0.405,0.477,0.923,0.602,0.652,0.028,0.944,0.808,0,0.183,0.621,0.231,0.825,0.11,-0.41,9314
8044,5,0,0.601,0.502,0.966,0.151,0.959,0.112,0.544,0.052,0,0.951,0.132,0.261,0.027,0.853,5.6575,4531
8045,5,1,0.607,0.53,0.296,0.501,0.977,0.391,0.764,0.168,0,0.606,0.311,0.613,0.157,0.564,5.0345,5195
8046,5,1,0.585,0.676,0.633,0.83,0.642,0.947,0.556,0.72,1,0.784,0.639,0.52,0.232,0.676,10.4975,833
8047,5,0,0.312,0.338,0.34,0.311,0.075,0.81,0.418,0.552,0,0.047,0.108,0.645,0.034,0.464,6.8435,3351
8048,5,1,0.402,0.33,0.973,0.306,0.721,0.663,0.895,0.609,1,0.007,0.237,0.191,0.628,0.78,9.2985,1452
8049,5,1,0.585,0.004,0.16,0.953,0.801,0.272,0.939,0.072,0,0.231,0.943,0.2,0.387,0.995,3.2405,6956
8050,5,0,0.366,0.608,0.63,0.281,0.709,0.68,0.639,0.944,0,0.928,0.904,0.625,0.843,0.172,0.071,9138
8051,5,1,0.692,0.917,0.016,0.722,0.842,0.827,0.983,0.385,0,0.991,0.572,0.707,0.101,0.207,5.6,4588
8052,5,0,0.571,0.536,0.196,0.372,0.323,0.517,0.99,0.014,0,0.938,0.551,0.054,0.195,0.98,4.7875,5443
8053,5,0,0.878,0.678,0.839,0.417,0.017,0.187,0.452,0.359,1,0.601,0.64,0.653,0.262,0.21,4.6215,5632
8054,5,1,0.745,0.464,0.169,0.181,0.958,0.92,0.017,0.644,0,0.261,0.088,0.342,0.558,0.205,6.2775,3914
8055,5,1,0.272,0.178,0.326,0.185,0.85,0.508,0.594,0.105,1,0.614,0.556,0.339,0.041,0.218,4.728,5517
8056,5,0,0.296,0.928,0.327,0.414,0.911,0.981,0.385,0.053,1,0.362,0.684,0.539,0.09,0.184,10.327,900
8057,5,1,0.001,0.827,0.93,0.301,0.344,0.753,0.546,0.039,1,0.705,0.509,0.952,0.83,0.875,11.7505,446
8058,5,0,0.329,0.261,0.627,0.583,0.895,0.723,0.653,0.38,1,0.377,0.295,0.914,0.83,0.963,10.8605,695
8059,5,1,0.898,0.067,0.06,0.793,0.235,0.977,0.007,0.216,1,0.126,0.947,0.376,0.841,0.405,9.2595,1483
8060,5,0,0.067,0.049,0.714,0.085,0.43,0.165,0.529,0.844,0,0.099,0.322,0.454,0.644,0.643,-0.7605,9441
8061,5,1,0.9,0.543,0.306,0.7,0.737,0.838,0.784,0.896,0,0.088,0.043,0.513,0.033,0.368,7.45,2827
8062,5,0,0.916,0.878,0.125,0.001,0.642,0.856,0.893,0.635,1,0.509,0.048,0.062,0.534,0.472,6.8345,3357
8063,5,1,0.124,0.502,0.342,0.386,0.376,0.613,0.318,0.296,0,0.977,0.163,0.586,0.229,0.095,5.807,4382
8064,5,1,0.97,0.973,0.025,0.68,0.632,0.232,0.305,0.002,0,0.033,0.575,0.765,0.901,0.067,3.708,6523
8065,5,0,0.915,0.794,0.438,0.924,0.735,0.011,0.51,0.151,1,0.633,0.063,0.821,0.23,0.206,8.124,2244
8066,5,1,0.177,0.379,0.276,0.011,0.19,0.161,0.199,0.128,1,0.104,0.563,0.94,0.31,0.614,2.1295,7895
8067,5,0,0.278,0.672,0.644,0.511,0.836,0.349,0.002,0.64,1,0.181,0.982,0.482,0.967,0.965,3.979,6249
8068,5,1,0.108,0.23,0.866,0.563,0.276,0.259,0.014,0.553,1,0.496,0.689,0.606,0.478,0.098,4.31,5944
8069,5,1,0.784,0.956,0.908,0.468,0.787,0.239,0.107,0.525,1,0.083,0.661,0.531,0.332,0.8,6.3535,3828
8070,5,0,0.513,0.885,0.547,0.115,0.178,0.651,0.923,0.193,0,0.676,0.128,0.879,0.615,0.109,6.41,3764
8071,5,1,0.224,0.167,0.546,0.668,0.619,0.458,0.149,0.743,1,0.582,0.015,0.578,0.678,0.381,7.8085,2521
8072,5,1,0.581,0.606,0.987,0.338,0.139,0.489,0.633,0.353,0,0.887,0.03,0.715,0.475,0.095,7.5975,2707
8073,5,0,0.106,0.594,0.934,0.254,0.3,0.021,0.84,0.633,0,0.71,0.347,0.456,0.247,0.318,0.203,9067
8074,5,0,0.885,0.346,0.508,0.043,0.204,0.035,0.34,0.861,0,0.697,0.345,0.958,0.048,0.426,-2.764,9857
8075,5,1,0.195,0.373,0.27,0.119,0.714,0.633,0.383,0.336,0,0.305,0.585,0.943,0.984,0.975,3.5315,6691
8076,5,0,0.53,0.346,0.307,0.756,0.146,0.837,0.053,0.245,0,0.299,0.557,0.804,0.28,0.224,8.4385,1990
8077,5,0,0.732,0.268,0.133,0.126,0.518,0.79,0.468,0.954,0,0.371,0.782,0.248,0.366,0.773,-0.058,9191
8078,5,0,0.105,0.681,0.274,0.002,0.764,0.745,0.588,0.067,0,0.708,0.019,0.114,0.93,0.4,7.0275,3185
8079,5,0,0.966,0.961,0.78,0.004,0.703,0.046,0.157,0.128,1,0.174,0.942,0.748,0.802,0.626,2.297,7752
8080,5,1,0.456,0.75,0.127,0.076,0.225,0.923,0.82,0.82,1,0.596,0.312,0.826,0.293,0.189,4.7555,5478
8081,5,0,0.407,0.54,0.897,0.028,0.284,0.129,0.135,0.216,0,0.331,0.585,0.899,0.714,0.82,2.428,7659
8082,5,0,0.199,0.704,0.331,0.215,0.167,0.315,0.482,0.765,0,0.097,0.029,0.453,0.495,0.169,1.4755,8369
8083,5,1,0.965,0.866,0.96,0.765,0.282,0.529,0.993,0.446,0,0.678,0.656,0.208,0.565,0.272,6.8115,3393
8084,5,0,0.525,0.144,0.068,0.402,0.751,0.535,0.233,0.045,0,0.816,0.116,0.644,0.391,0.513,6.292,3892
8085,5,0,0.41,0.807,0.529,0.102,0.296,0.554,0.335,0.345,1,0.091,0.884,0.759,0.561,0.52,4.3245,5935
8086,5,1,0.109,0.884,0.971,0.11,0.021,0.178,0.281,0.543,1,0.815,0.704,0.91,0.756,0.187,2.1535,7878
8087,5,0,0.438,0.291,0.97,0.851,0.87,0.963,0.264,0.367,0,0.865,0.777,0.9,0.054,0.484,10.6585,768
8088,5,1,0.59,0.217,0.813,0.227,0.145,0.059,0.351,0.937,1,0.846,0.263,0.921,0.452,0.809,1.8105,8139
8089,5,0,0.822,0.224,0.905,0.794,0.075,0.109,0.774,0.808,0,0.636,0.469,0.701,0.596,0.996,3.114,7053
8090,5,1,0.193,0.324,0.15,0.238,0.772,0.585,0.474,0.485,1,0.715,0.401,0.574,0.525,0.066,3.728,6504
8091,5,1,0.923,0.58,0.968,0.898,0.261,0.37,0.278,0.949,0,0.457,0.726,0.293,0.895,0.969,4.9355,5287
8092,5,0,0.905,0.595,0.081,0.907,0.287,0.03,0.515,0.574,1,0.575,0.619,0.704,0.974,0.432,2.027,7972
8093,5,0,0.378,0.973,0.758,0.509,0.655,0.863,0.195,0.61,1,0.371,0.91,0.305,0.985,0.99,9.1475,1542
8094,5,1,0.59,0.617,0.818,0.284,0.897,0.571,0.268,0.613,0,0.503,0.54,0.79,0.747,0.417,4.513,5744
8095,5,0,0.03,0.497,0.272,0.375,0.101,0.865,0.725,0.953,0,0.96,0.894,0.405,0.578,0.96,1.395,8424
8096,5,0,0.422,0.299,0.513,0.287,0.068,0.309,0.411,0.134,0,0.854,0.001,0.318,0.392,0.302,5.409,4793
8097,5,1,0.816,0.573,0.583,0.076,0.316,0.824,0.669,0.014,1,0.99,0.004,0.385,0.253,0.138,11.238,583
8098,5,0,0.729,0.652,0.685,0.568,0.331,0.92,0.493,0.135,1,0.775,0.103,0.044,0.583,0.242,14.249,72
8099,5,1,0.661,0.946,0.543,0.286,0.495,0.395,0.731,0.618,0,0.002,0.038,0.242,0.787,0.222,4.3595,5894
8100,5,1,0.755,0.776,0.378,0.136,0.264,0.502,0.864,0.21,0,0.531,0.947,0.791,0.017,0.276,0.861,8735
8101,5,1,0.21,0.733,0.522,0.606,0.154,0.722,0.305,0.68,1,0.084,0.065,0.208,0.636,0.382,10.233,948
8102,5,1,0.26,0.883,0.988,0.374,0.13,0.975,0.971,0.934,1,0.368,0.789,0.395,0.699,0.971,8.3215,2084
8103,5,1,0.28,0.276,0.528,0.724,0.477,0.399,0.596,0.986,0,0.377,0.241,0.362,0.781,0.234,2.7715,7356
8104,5,0,0.204,0.136,0.906,0.288,0.176,0.257,0.715,0.327,0,0.65,0.23,0.925,0.588,0.605,4.4405,5811
8105,5,1,0.743,0.211,0.594,0.268,0.862,0.266,0.013,0.564,1,0.282,0.289,0.443,0.346,0.795,5.2,5024
8106,5,1,0.076,0.082,0.247,0.27,0.216,0.273,0.034,0.187,1,0.434,0.737,0.912,0.248,0.686,2.8,7334
8107,5,1,0.221,0.792,0.959,0.424,0.225,0.196,0.082,0.482,0,0.919,0.103,0.996,0.419,0.88,6.28,3910
8108,5,1,0.164,0.159,0.331,0.333,0.195,0.541,0.015,0.378,1,0.342,0.684,0.397,0.684,0.805,5.2695,4950
8109,5,1,0.246,0.858,0.774,0.137,0.539,0.338,0.609,0.091,0,0.294,0.677,0.62,0.683,0.333,3.3695,6848
8110,5,1,0.732,0.97,0.675,0.474,0.596,0.138,0.217,0.24,1,0.317,0.349,0.391,0.632,0.275,6.602,3591
8111,5,1,0.946,0.493,0.354,0.197,0.215,0.212,0.191,0.115,0,0.984,0.813,0.415,0.95,0.315,0.2125,9058
8112,5,1,0.426,0.169,0.891,0.263,0.367,0.432,0.244,0.662,0,0.353,0.127,0.464,0.807,0.337,4.857,5363
8113,5,0,0.637,0.181,0.1,0.946,0.037,0.191,0.068,0.742,0,0.806,0.718,0.301,0.778,0.757,0.522,8919
8114,5,0,0.42,0.489,0.883,1,0.852,0.214,0.329,0.963,0,0.678,0.474,0.722,0.737,0.258,3.477,6749
8115,5,0,0.406,0.993,0.774,0.287,0.294,0.68,0.636,0.027,1,0.161,0.751,0.363,0.424,0.825,9.798,1173
8116,5,1,0.279,0.206,0.692,0.312,0.166,0.459,0.297,0.346,1,0.766,0.775,0.227,0.071,0.667,5.061,5167
8117,5,1,0.934,0.318,0.272,0.206,0.992,0.734,0.105,0.147,1,0.942,0.923,0.494,0.716,0.492,5.587,4607
8118,5,1,0.254,0.411,0.018,0.4,0.882,0.254,0.236,0.084,1,0.757,0.124,0.586,0.652,0.237,5.343,4866
8119,5,0,0.252,0.696,0.473,0.036,0.356,0.566,0.003,0.252,1,0.969,0.31,0.385,0.796,0.354,6.6555,3536
8120,5,1,0.237,0.294,0.205,0.401,0.96,0.669,0.395,0.964,1,0.434,0.364,0.786,0.43,0.783,4.512,5745
8121,5,0,0.706,0.545,0.846,0.567,0.856,0.603,0.572,0.977,1,0.438,0.456,0.027,0.033,0.36,6.525,3663
8122,5,0,0.473,0.188,0.368,0.936,0.025,0.846,0.893,0.288,1,0.774,0.397,0.998,0.132,0.469,11.343,558
8123,5,0,0.508,0.095,0.519,0.627,0.261,0.722,0.154,0.206,1,0.805,0.318,0.48,0.765,0.003,10.164,986
8124,5,0,0.258,0.816,0.657,0.157,0.222,0.329,0.14,0.61,0,0.784,0.971,0.44,0.887,0.64,-0.487,9347
8125,5,0,0.196,0.619,0.438,0.347,0.701,0.966,0.996,0.319,1,0.941,0.093,0.939,0.325,0.536,11.2095,587
8126,5,1,0.722,0.844,0.431,0.914,0.621,0.903,0.461,0.781,1,0.321,0.553,0.523,0.777,0.218,9.7585,1195
8127,5,0,0.105,0.216,0.965,0.067,0.058,0.95,0.029,0.44,1,0.731,0.354,0.241,0.287,0.247,10.0695,1035
8128,5,0,0.261,0.989,0.785,0.804,0.931,0.242,0.416,0.421,0,0.086,0.779,0.679,0.634,0.743,4.871,5348
8129,5,1,0.825,0.19,0.694,0.54,0.835,0.118,0.846,0.7,0,0.691,0.602,0.994,0.022,0.754,0.452,8956
